200bin,adj sales (bin),Adjusted sales (bin),Adjusted sales (bin) 50,Adjusted sales 1,Adjusted Sales 1 (bin),Area Code,Area Code (Location),Date,Market,Market Size,Product,Product Id,Product Type,ProductId (Product),Sales (bin),Sales (bin) 100,Sales (bin) 50,Sales (bin) 70,Sales100bin,SalesTab (bin),State,Type,adj sales,Adjusted sales,Adjusted Sales 1,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
0,100,96,100,100,100,719,719,01-06-2010 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,102.9,100,100,77-139,100,80,Colorado,Regular,115,115,115,40,60,20,100,51,396,64,19,1,11,115,53
0,100,96,100,100,100,970,970,01-06-2010 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,102.9,100,100,77-139,100,80,Colorado,Regular,117,117,117,40,60,30,100,53,1028,64,16,1,27,117,37
0,50,96,50,50,75,720,720,01-06-2010 00:00:00,Central,Major Market,Green Tea,13,Tea,13,68.6,0,50-99,77-139,0,80,Colorado,Regular,99,99,99,30,50,30,80,43,597,56,14,1,29,99,27
200,200,215,200,200,225,719,719,01-06-2010 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,205.8,200,200,210,200,160,Colorado,Regular,230,230,230,100,170,140,270,94,562,136,26,1,99,230,37
0,100,120,100,100,125,303,303,01-06-2010 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Colorado,Decaf,135,135,135,60,90,50,150,54,641,81,17,1,33,135,48
200,250,263,250,250,275,719,719,01-06-2010 00:00:00,Central,Major Market,Amaretto,1,Coffee,1,274.4,200,250,210,200,240,Colorado,Regular,276,276,276,110,170,130,280,113,897,163,31,1,121,276,42
0,150,167,150,150,175,970,970,01-06-2010 00:00:00,Central,Major Market,Columbian,2,Coffee,2,171.5,100,150,140,100,160,Colorado,Regular,190,190,190,80,110,80,190,83,574,107,27,1,68,190,39
200,300,287,300,300,300,719,719,01-06-2010 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,274.4,300,300,280,300,240,Colorado,Decaf,301,301,301,130,180,140,310,123,947,178,34,1,132,301,46
200,250,287,250,250,275,720,720,01-06-2010 00:00:00,Central,Major Market,Chamomile,8,Herbal Tea,8,274.4,200,250,280,200,240,Colorado,Decaf,298,298,298,120,140,90,260,149,1245,149,41,1,83,298,66
0,100,96,100,100,100,720,720,01-06-2010 00:00:00,Central,Major Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Colorado,Decaf,107,107,107,30,60,10,90,44,496,63,40,1,-7,107,70
0,100,96,100,100,100,719,719,01-06-2010 00:00:00,Central,Major Market,Mint,10,Herbal Tea,10,102.9,100,100,77-139,100,80,Colorado,Decaf,118,118,118,40,60,30,100,50,397,68,16,1,24,118,44
200,200,215,200,200,225,312,312,01-06-2010 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,205.8,200,200,210,200,160,Illinois,Regular,230,230,230,80,120,90,200,94,562,136,26,1,99,230,37
0,100,120,100,100,125,312,312,01-06-2010 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,102.9,100,100,77-139,100,80,Illinois,Regular,135,135,135,40,70,30,110,54,641,81,17,1,33,135,48
600,450,598,600,600,600,312,312,01-06-2010 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,617.4,600,600,630,600,560,Illinois,Regular,450,600,600,310,430,300,740,272,1616,362,89,1,241,634,121
400,400,382,400,400,400,312,312,01-06-2010 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,514.5,500,500,490,500,480,Illinois,Decaf,400,400,400,300,310,210,610,260,1715,261,72,1,164,521,97
400,400,382,400,400,400,815,815,01-06-2010 00:00:00,Central,Major Market,Columbian,2,Coffee,2,445.9,400,450,420,400,400,Illinois,Regular,400,400,400,210,290,190,500,200,1095,278,66,1,167,478,111
200,300,335,300,300,325,630,630,01-06-2010 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,343.0,300,300,280,300,320,Illinois,Decaf,345,345,345,140,220,160,360,141,764,204,45,1,135,345,69
200,250,263,250,250,275,630,630,01-06-2010 00:00:00,Central,Major Market,Chamomile,8,Herbal Tea,8,274.4,200,250,210,200,240,Illinois,Decaf,276,276,276,90,150,130,240,113,897,163,31,1,121,276,42
0,150,167,150,150,175,630,630,01-06-2010 00:00:00,Central,Major Market,Lemon,9,Herbal Tea,9,171.5,100,150,140,100,160,Illinois,Decaf,190,190,190,70,90,60,160,83,574,107,27,1,67,190,40
200,300,287,300,300,300,309,309,01-06-2010 00:00:00,Central,Major Market,Mint,10,Herbal Tea,10,274.4,300,300,280,300,240,Illinois,Decaf,301,301,301,100,160,140,260,123,947,178,34,1,133,301,45
400,400,382,400,400,400,641,641,01-06-2010 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,514.5,500,500,490,500,480,Iowa,Regular,400,400,400,220,230,150,450,260,1715,261,72,1,164,521,97
600,450,598,600,600,600,563,563,01-06-2010 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,583.1,600,600,560,600,560,Iowa,Regular,450,600,600,230,300,180,530,271,1714,332,102,1,197,603,135
0,50,48,50,50,50,515,515,01-06-2010 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,34.3,0,50-99,0-69,0,0,Iowa,Regular,53,53,53,20,40,30,60,21,798,32,5,1,15,53,17
0,0,24,0,0,25,319,319,01-06-2010 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,34.3,0,0-49,0-69,0,0,Iowa,Decaf,43,43,43,0,50,40,50,0,602,43,0,1,31,43,12
0,50,48,50,50,50,641,641,01-06-2010 00:00:00,Central,Small Market,Amaretto,1,Coffee,1,34.3,0,50-99,0-69,0,0,Iowa,Regular,58,58,58,20,40,30,60,23,843,35,6,1,18,58,17
0,50,48,50,50,50,563,563,01-06-2010 00:00:00,Central,Small Market,Columbian,2,Coffee,2,68.6,0,50-99,77-139,0,0,Iowa,Regular,70,70,70,30,40,20,70,32,996,38,9,1,8,70,30
0,50,48,50,50,50,712,712,01-06-2010 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,34.3,0,50-99,0-69,0,0,Iowa,Decaf,52,52,52,20,30,20,50,22,608,30,7,1,11,52,19
600,450,598,600,600,600,641,641,01-06-2010 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,617.4,600,600,630,600,560,Iowa,Decaf,450,600,600,230,320,230,550,272,1616,362,89,1,241,634,121
200,300,335,300,300,325,319,319,01-06-2010 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,343.0,300,300,280,300,320,Iowa,Decaf,345,345,345,120,180,140,300,141,764,204,45,1,136,345,68
0,50,96,50,50,75,636,636,01-06-2010 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Missouri,Regular,96,96,96,30,50,20,80,41,239,55,13,1,14,96,41
0,50,72,50,50,75,573,573,01-06-2010 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,68.6,0,50-99,77-139,0,0,Missouri,Regular,78,78,78,30,30,-10,60,35,204,43,13,1,-3,78,46
0,50,72,50,50,75,573,573,01-06-2010 00:00:00,Central,Small Market,Green Tea,13,Tea,13,68.6,0,50-99,77-139,0,80,Missouri,Regular,82,82,82,30,40,0,70,36,236,46,13,1,0,82,46
0,50,72,50,50,75,660,660,01-06-2010 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,68.6,0,50-99,77-139,0,80,Missouri,Regular,92,92,92,40,60,40,100,37,876,55,10,1,33,92,22
0,50,72,50,50,75,573,573,01-06-2010 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,68.6,0,50-99,77-139,0,80,Missouri,Decaf,89,89,89,40,60,40,100,36,828,53,10,1,31,89,22
0,150,167,150,150,150,573,573,01-06-2010 00:00:00,Central,Small Market,Columbian,2,Coffee,2,137.2,100,150,140,100,160,Missouri,Regular,169,169,169,80,90,40,170,76,580,93,28,1,31,169,62
0,100,120,100,100,125,314,314,01-06-2010 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,137.2,100,100,140,100,80,Missouri,Decaf,142,142,142,60,80,50,140,65,1042,77,20,1,35,142,42
0,100,120,100,100,125,660,660,01-06-2010 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Missouri,Decaf,125,125,125,40,70,20,110,52,313,73,47,1,-4,125,77
0,100,120,100,100,125,636,636,01-06-2010 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,137.2,100,100,140,100,80,Missouri,Decaf,141,141,141,90,30,0,120,116,1142,25,35,1,-33,141,58
200,250,263,250,250,275,513,513,01-06-2010 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,274.4,200,250,210,200,240,Ohio,Regular,278,278,278,90,150,90,240,111,767,167,36,1,99,278,68
200,250,263,250,250,275,937,937,01-06-2010 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,274.4,200,250,280,200,240,Ohio,Regular,282,282,282,100,140,90,240,118,636,164,36,1,105,282,59
200,250,287,250,250,275,419,419,01-06-2010 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,274.4,200,250,280,200,240,Ohio,Regular,298,298,298,170,180,120,350,149,1245,149,41,1,83,298,66
0,100,96,100,100,100,419,419,01-06-2010 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Ohio,Decaf,115,115,115,50,80,30,130,51,396,64,19,1,12,115,52
0,100,96,100,100,100,513,513,01-06-2010 00:00:00,Central,Major Market,Amaretto,1,Coffee,1,102.9,100,100,77-139,100,80,Ohio,Regular,118,118,118,50,70,40,120,50,397,68,16,1,24,118,44
0,50,72,50,50,75,614,614,01-06-2010 00:00:00,Central,Major Market,Columbian,2,Coffee,2,68.6,0,50-99,77-139,0,80,Ohio,Regular,93,93,93,40,50,20,90,38,414,55,12,1,19,93,36
0,100,96,100,100,100,937,937,01-06-2010 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,102.9,100,100,77-139,100,80,Ohio,Decaf,107,107,107,40,70,20,110,44,496,63,40,1,-6,107,69
0,0,24,0,0,25,614,614,01-06-2010 00:00:00,Central,Major Market,Chamomile,8,Herbal Tea,8,34.3,0,0-49,0-69,0,0,Ohio,Decaf,44,44,44,10,20,20,30,18,478,26,5,1,9,44,17
0,50,48,50,50,50,513,513,01-06-2010 00:00:00,Central,Major Market,Lemon,9,Herbal Tea,9,34.3,0,50-99,0-69,0,0,Ohio,Decaf,60,60,60,20,30,30,50,24,856,36,6,1,18,60,18
0,50,96,50,50,75,920,920,01-06-2010 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Wisconsin,Regular,99,99,99,30,50,20,80,40,443,59,12,1,24,99,35
0,100,120,100,100,125,715,715,01-06-2010 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,102.9,100,100,77-139,100,80,Wisconsin,Regular,128,128,128,40,70,10,110,53,597,75,48,1,-2,128,77
0,150,167,150,150,175,262,262,01-06-2010 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,171.5,100,150,140,100,160,Wisconsin,Regular,177,177,177,90,110,70,200,81,1046,96,25,1,50,177,46
0,100,96,100,100,100,262,262,01-06-2010 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Wisconsin,Decaf,110,110,110,50,70,50,120,48,593,62,15,1,34,110,28
0,100,120,100,100,125,715,715,01-06-2010 00:00:00,Central,Small Market,Amaretto,1,Coffee,1,102.9,100,100,77-139,100,80,Wisconsin,Regular,133,133,133,60,70,20,130,59,377,74,22,1,19,133,55
200,250,263,250,250,250,608,608,01-06-2010 00:00:00,Central,Small Market,Columbian,2,Coffee,2,240.1,200,250,210,200,240,Wisconsin,Regular,264,264,264,110,160,50,270,110,665,154,100,1,24,264,130
200,200,191,200,200,200,920,920,01-06-2010 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,205.8,200,200,210,200,160,Wisconsin,Decaf,212,212,212,90,130,90,220,91,533,121,30,1,63,212,58
0,100,120,100,100,125,715,715,01-06-2010 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Wisconsin,Decaf,125,125,125,40,70,50,110,47,371,78,14,1,40,125,38
0,100,143,100,100,125,920,920,01-06-2010 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,137.2,100,100,140,100,80,Wisconsin,Decaf,144,144,144,50,70,60,120,59,842,85,16,1,58,144,27
0,50,72,50,50,75,959,959,01-06-2010 00:00:00,East,Small Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Connecticut,Regular,92,92,92,30,60,40,90,37,876,55,10,1,33,92,22
0,50,48,50,50,50,203,203,01-06-2010 00:00:00,East,Small Market,Green Tea,13,Tea,13,34.3,0,50-99,0-69,0,0,Connecticut,Regular,51,51,51,20,30,20,50,20,804,31,5,1,15,51,16
0,100,120,100,100,125,203,203,01-06-2010 00:00:00,East,Small Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,Connecticut,Regular,128,128,128,50,70,10,120,53,597,75,48,1,-2,128,77
0,100,96,100,100,100,475,475,01-06-2010 00:00:00,East,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Connecticut,Decaf,108,108,108,40,60,30,100,46,367,62,15,1,19,108,43
200,200,215,200,200,225,475,475,01-06-2010 00:00:00,East,Small Market,Columbian,2,Coffee,2,205.8,200,200,210,200,160,Connecticut,Regular,232,232,232,80,140,100,220,92,1102,140,30,1,79,232,61
0,150,167,150,150,150,203,203,01-06-2010 00:00:00,East,Small Market,Lemon,9,Herbal Tea,9,137.2,100,150,140,100,160,Connecticut,Decaf,169,169,169,50,80,40,130,76,580,93,28,1,32,169,61
0,100,120,100,100,125,475,475,01-06-2010 00:00:00,East,Small Market,Mint,10,Herbal Tea,10,137.2,100,100,140,100,80,Connecticut,Decaf,142,142,142,40,70,50,110,65,1042,77,20,1,36,142,41
0,100,96,100,100,100,386,386,01-06-2010 00:00:00,East,Major Market,Darjeeling,11,Tea,11,102.9,100,100,77-139,100,80,Florida,Regular,105,105,105,40,70,50,110,43,864,62,12,1,38,105,24
0,100,143,100,100,125,407,407,01-06-2010 00:00:00,East,Major Market,Green Tea,13,Tea,13,137.2,100,100,140,100,80,Florida,Regular,144,144,144,60,90,70,150,59,842,85,16,1,58,144,27
200,250,263,250,250,250,786,786,01-06-2010 00:00:00,East,Major Market,Caffe Mocha,5,Espresso,5,240.1,200,250,210,200,240,Florida,Regular,264,264,264,100,150,40,250,110,665,154,100,1,25,264,129
200,200,191,200,200,200,321,321,01-06-2010 00:00:00,East,Major Market,Decaf Espresso,6,Espresso,6,205.8,200,200,210,200,160,Florida,Decaf,212,212,212,80,120,80,200,91,533,121,30,1,63,212,58
200,250,263,250,250,275,904,904,01-06-2010 00:00:00,East,Major Market,Columbian,2,Coffee,2,274.4,200,250,210,200,240,Florida,Regular,278,278,278,100,160,110,260,111,767,167,36,1,99,278,68
200,250,263,250,250,275,850,850,01-06-2010 00:00:00,East,Major Market,Decaf Irish Cream,3,Coffee,3,274.4,200,250,280,200,240,Florida,Decaf,282,282,282,110,150,100,260,118,636,164,36,1,105,282,59
0,100,96,100,100,100,941,941,01-06-2010 00:00:00,East,Major Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Florida,Decaf,110,110,110,30,50,30,80,48,593,62,15,1,35,110,27
0,100,120,100,100,125,754,754,01-06-2010 00:00:00,East,Major Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Florida,Decaf,133,133,133,40,60,30,100,59,377,74,22,1,19,133,55
0,150,167,150,150,175,305,305,01-06-2010 00:00:00,East,Major Market,Mint,10,Herbal Tea,10,171.5,100,150,140,100,160,Florida,Decaf,177,177,177,60,70,40,130,81,1046,96,25,1,49,177,47
0,50,48,50,50,50,781,781,01-06-2010 00:00:00,East,Major Market,Darjeeling,11,Tea,11,34.3,0,50-99,0-69,0,0,Massachusetts,Regular,60,60,60,20,40,30,60,24,856,36,6,1,19,60,17
0,0,24,0,0,25,413,413,01-06-2010 00:00:00,East,Major Market,Green Tea,13,Tea,13,34.3,0,0-49,0-69,0,0,Massachusetts,Regular,44,44,44,10,30,20,40,18,478,26,5,1,10,44,16
0,100,96,100,100,100,351,351,01-06-2010 00:00:00,East,Major Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,Massachusetts,Regular,111,111,111,40,60,10,100,44,543,67,40,1,-3,111,70
200,250,287,250,250,275,339,339,01-06-2010 00:00:00,East,Major Market,Regular Espresso,7,Espresso,7,274.4,200,250,280,200,240,Massachusetts,Regular,298,298,298,140,150,100,290,149,1245,149,41,1,83,298,66
600,450,598,600,600,600,617,617,01-06-2010 00:00:00,East,Major Market,Columbian,2,Coffee,2,617.4,600,600,630,600,640,Massachusetts,Regular,450,600,600,50,560,530,610,54,-1006,595,17,1,547,649,48
0,100,96,100,100,100,781,781,01-06-2010 00:00:00,East,Major Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Massachusetts,Decaf,115,115,115,30,50,20,80,51,396,64,19,1,12,115,52
0,50,48,50,50,50,603,603,01-06-2010 00:00:00,East,Small Market,Darjeeling,11,Tea,11,34.3,0,50-99,0-69,0,0,New Hampshire,Regular,58,58,58,20,40,30,60,23,843,35,6,1,17,58,18
0,0,24,0,0,25,603,603,01-06-2010 00:00:00,East,Small Market,Green Tea,13,Tea,13,34.3,0,0-49,0-69,0,0,New Hampshire,Regular,43,43,43,0,40,30,40,0,602,43,0,1,32,43,11
0,100,120,100,100,125,603,603,01-06-2010 00:00:00,East,Small Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,New Hampshire,Regular,125,125,125,40,80,20,120,52,313,73,47,1,-4,125,77
0,50,72,50,50,75,603,603,01-06-2010 00:00:00,East,Small Market,Regular Espresso,7,Espresso,7,68.6,0,50-99,77-139,0,0,New Hampshire,Regular,78,78,78,30,40,0,70,35,204,43,13,1,-3,78,46
0,100,120,100,100,125,603,603,01-06-2010 00:00:00,East,Small Market,Amaretto,1,Coffee,1,137.2,100,100,77-139,100,80,New Hampshire,Regular,138,138,138,50,80,50,130,56,302,82,17,1,41,138,41
0,150,143,150,150,150,603,603,01-06-2010 00:00:00,East,Small Market,Columbian,2,Coffee,2,137.2,100,150,140,100,80,New Hampshire,Regular,156,156,156,50,90,60,140,62,436,94,20,1,42,156,52
0,50,72,50,50,75,603,603,01-06-2010 00:00:00,East,Small Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,80,New Hampshire,Decaf,82,82,82,20,40,10,60,36,236,46,13,1,0,82,46
200,300,287,300,300,300,516,516,01-06-2010 00:00:00,East,Major Market,Darjeeling,11,Tea,11,274.4,300,300,280,300,240,New York,Regular,301,301,301,130,190,150,320,123,947,178,34,1,133,301,45
200,250,263,250,250,275,845,845,01-06-2010 00:00:00,East,Major Market,Earl Grey,12,Tea,12,274.4,200,250,210,200,240,New York,Regular,276,276,276,110,180,140,290,113,897,163,31,1,121,276,42
200,200,215,200,200,225,718,718,01-06-2010 00:00:00,East,Major Market,Green Tea,13,Tea,13,205.8,200,200,210,200,160,New York,Regular,230,230,230,90,150,120,240,94,562,136,26,1,99,230,37
0,50,72,50,50,50,914,914,01-06-2010 00:00:00,East,Major Market,Caffe Mocha,5,Espresso,5,68.6,0,50-99,77-139,0,0,New York,Regular,72,72,72,130,-60,-210,70,144,1979,-72,131,1,-236,72,164
600,450,598,600,600,600,631,631,01-06-2010 00:00:00,East,Major Market,Regular Espresso,7,Espresso,7,651.7,600,650,630,600,640,New York,Regular,450,600,600,240,420,340,660,260,1405,415,72,1,318,675,97
800,450,598,600,600,600,646,646,01-06-2010 00:00:00,East,Major Market,Columbian,2,Coffee,2,857.5,800,850,840,800,880,New York,Regular,450,600,600,340,500,350,840,356,2476,534,124,1,357,890,177
600,450,598,600,600,600,607,607,01-06-2010 00:00:00,East,Major Market,Lemon,9,Herbal Tea,9,651.7,600,650,630,600,640,New York,Decaf,450,600,600,200,320,220,520,271,1727,398,102,1,263,669,135
0,150,191,150,150,175,716,716,01-06-2010 00:00:00,East,Major Market,Mint,10,Herbal Tea,10,171.5,100,150,140,100,160,New York,Decaf,198,198,198,180,-30,-100,150,244,2636,-46,75,1,-143,198,97
0,50,96,50,50,75,318,318,01-06-2010 00:00:00,South,Small Market,Decaf Espresso,6,Espresso,6,68.6,0,50-99,77-139,0,80,Louisiana,Decaf,99,99,99,30,50,30,80,40,443,59,12,1,23,99,36
0,100,120,100,100,125,318,318,01-06-2010 00:00:00,South,Small Market,Caffe Latte,4,Espresso,4,102.9,100,100,77-139,100,80,Louisiana,Regular,128,128,128,40,70,10,110,53,-267,75,48,1,-3,128,78
0,100,120,100,100,125,225,225,01-06-2010 00:00:00,South,Small Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,Louisiana,Regular,125,125,125,40,60,40,100,47,371,78,14,1,41,125,37
0,100,96,100,100,100,225,225,01-06-2010 00:00:00,South,Small Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Louisiana,Decaf,111,111,111,40,60,40,100,48,593,63,15,1,36,111,27
0,150,167,150,150,150,318,318,01-06-2010 00:00:00,South,Small Market,Lemon,9,Herbal Tea,9,137.2,100,150,140,100,160,Louisiana,Decaf,169,169,169,70,90,40,160,76,580,93,28,1,32,169,61
0,100,96,100,100,100,337,337,01-06-2010 00:00:00,South,Small Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,Louisiana,Regular,107,107,107,50,80,60,130,43,822,64,12,1,40,107,24
0,100,143,100,100,125,318,318,01-06-2010 00:00:00,South,Small Market,Decaf Irish Cream,3,Coffee,3,137.2,100,100,140,100,80,Louisiana,Decaf,144,144,144,70,110,90,180,59,842,85,16,1,58,144,27
0,50,96,50,50,75,505,505,01-06-2010 00:00:00,South,Small Market,Decaf Espresso,6,Espresso,6,68.6,0,50-99,77-139,0,80,New Mexico,Decaf,96,96,96,30,50,20,80,41,239,55,13,1,14,96,41
0,50,72,50,50,75,505,505,01-06-2010 00:00:00,South,Small Market,Caffe Latte,4,Espresso,4,68.6,0,50-99,77-139,0,0,New Mexico,Regular,78,78,78,30,30,0,60,35,-180,43,13,1,-3,78,46
0,100,120,100,100,125,505,505,01-06-2010 00:00:00,South,Small Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,New Mexico,Regular,125,125,125,40,60,0,100,52,313,73,47,1,-3,125,76
0,50,48,50,50,50,505,505,01-06-2010 00:00:00,South,Small Market,Chamomile,8,Herbal Tea,8,34.3,0,50-99,0-69,0,0,New Mexico,Decaf,58,58,58,20,30,20,50,23,843,35,6,1,18,58,17
0,50,48,50,50,50,505,505,01-06-2010 00:00:00,South,Small Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,0,New Mexico,Decaf,70,70,70,30,30,10,60,32,996,38,9,1,8,70,30
0,150,143,150,150,150,505,505,01-06-2010 00:00:00,South,Small Market,Columbian,2,Coffee,2,137.2,100,150,140,100,80,New Mexico,Regular,156,156,156,70,120,80,190,62,436,94,20,1,43,156,51
0,100,120,100,100,125,505,505,01-06-2010 00:00:00,South,Small Market,Decaf Irish Cream,3,Coffee,3,137.2,100,100,140,100,80,New Mexico,Decaf,141,141,141,140,30,-20,170,116,1142,25,35,1,-34,141,59
200,250,263,250,250,275,918,918,01-06-2010 00:00:00,South,Small Market,Decaf Espresso,6,Espresso,6,274.4,200,250,210,200,240,Oklahoma,Decaf,278,278,278,90,140,90,230,111,767,167,36,1,99,278,68
200,250,263,250,250,275,918,918,01-06-2010 00:00:00,South,Small Market,Caffe Latte,4,Espresso,4,274.4,200,250,280,200,240,Oklahoma,Regular,282,282,282,100,140,100,240,118,-660,164,36,1,105,282,59
0,0,24,0,0,25,918,918,01-06-2010 00:00:00,South,Small Market,Caffe Mocha,5,Espresso,5,34.3,0,0-49,0-69,0,0,Oklahoma,Regular,44,44,44,10,20,20,30,18,478,26,5,1,10,44,16
0,100,120,100,100,125,918,918,01-06-2010 00:00:00,South,Small Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Oklahoma,Decaf,133,133,133,50,80,30,130,59,377,74,22,1,19,133,55
200,250,263,250,250,250,580,580,01-06-2010 00:00:00,South,Small Market,Lemon,9,Herbal Tea,9,240.1,200,250,210,200,240,Oklahoma,Decaf,264,264,264,100,150,40,250,110,665,154,100,1,25,264,129
0,50,96,50,50,75,918,918,01-06-2010 00:00:00,South,Small Market,Columbian,2,Coffee,2,68.6,0,50-99,77-139,0,80,Oklahoma,Regular,99,99,99,50,70,50,120,43,597,56,14,1,29,99,27
0,50,48,50,50,50,405,405,01-06-2010 00:00:00,South,Small Market,Decaf Irish Cream,3,Coffee,3,34.3,0,50-99,0-69,0,0,Oklahoma,Decaf,60,60,60,30,40,30,70,24,856,36,6,1,19,60,17
200,200,215,200,200,225,469,469,01-06-2010 00:00:00,South,Major Market,Decaf Espresso,6,Espresso,6,205.8,200,200,210,200,160,Texas,Decaf,230,230,230,80,110,90,190,94,562,136,26,1,99,230,37
0,100,120,100,100,125,936,936,01-06-2010 00:00:00,South,Major Market,Caffe Latte,4,Espresso,4,102.9,100,100,77-139,100,80,Texas,Regular,135,135,135,40,70,40,110,54,-321,81,17,1,33,135,48
200,250,263,250,250,275,281,281,01-06-2010 00:00:00,South,Major Market,Caffe Mocha,5,Espresso,5,274.4,200,250,210,200,240,Texas,Regular,276,276,276,90,140,120,230,113,897,163,31,1,120,276,43
0,100,96,100,100,100,832,832,01-06-2010 00:00:00,South,Major Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Texas,Decaf,118,118,118,40,70,40,110,50,397,68,16,1,24,118,44
